Node Type,Node,Node Interface,Peer Type,Peer Node,Peer Interface,Node Interface Enabled
spine,DC1-SP1,Ethernet2,l3leaf,DC1-CL2,Ethernet1,True
spine,DC1-SP1,Ethernet3,l3leaf,DC1-CL3,Ethernet1,True
spine,DC1-SP1,Ethernet4,l3leaf,DC1-CL4,Ethernet1,True
spine,DC1-SP1,Ethernet5,l3leaf,DC1-SL1,Ethernet1,True
spine,DC1-SP1,Ethernet6,l3leaf,DC1-SL2,Ethernet1,True
spine,DC1-SP1,Ethernet7,l3leaf,DC1-BL1,Ethernet1,True
spine,DC1-SP1,Ethernet8,l3leaf,DC1-BL2,Ethernet1,True
spine,DC1-SP2,Ethernet1,l3leaf,DC1-CL1,Ethernet2,True
spine,DC1-SP2,Ethernet2,l3leaf,DC1-CL2,Ethernet2,True
spine,DC1-SP2,Ethernet3,l3leaf,DC1-CL3,Ethernet2,True
spine,DC1-SP2,Ethernet4,l3leaf,DC1-CL4,Ethernet2,True
spine,DC1-SP2,Ethernet5,l3leaf,DC1-SL1,Ethernet2,True
spine,DC1-SP2,Ethernet6,l3leaf,DC1-SL2,Ethernet2,True
spine,DC1-SP2,Ethernet7,l3leaf,DC1-BL1,Ethernet2,True
spine,DC1-SP2,Ethernet8,l3leaf,DC1-BL2,Ethernet2,True
l3leaf,DC2-BL1,Ethernet1,spine,DC2-SP1,Ethernet5,True
l3leaf,DC2-BL1,Ethernet2,spine,DC2-SP2,Ethernet5,True
l3leaf,DC2-BL1,Ethernet3,mlag_peer,DC2-BL2,Ethernet3,True
l3leaf,DC2-BL1,Ethernet4,l3leaf,DC1-BL1,Ethernet4,True
l3leaf,DC2-BL2,Ethernet1,spine,DC2-SP1,Ethernet6,True
l3leaf,DC2-BL2,Ethernet2,spine,DC2-SP2,Ethernet6,True
l3leaf,DC2-BL2,Ethernet3,mlag_peer,DC2-BL1,Ethernet3,True
l3leaf,DC2-BL2,Ethernet4,l3leaf,DC1-BL2,Ethernet4,True
l3leaf,DC2-CL1,Ethernet1,spine,DC2-SP1,Ethernet1,True
l3leaf,DC2-CL1,Ethernet2,spine,DC2-SP2,Ethernet1,True
l3leaf,DC2-CL1,Ethernet3,mlag_peer,DC2-CL2,Ethernet3,True
l3leaf,DC2-CL1,Ethernet4,server,Host5,Ethernet1,True
l3leaf,DC2-CL1,Ethernet5,server,Host6,Ethernet1,True
l3leaf,DC2-CL2,Ethernet1,spine,DC2-SP1,Ethernet2,True
l3leaf,DC2-CL2,Ethernet2,spine,DC2-SP2,Ethernet2,True
l3leaf,DC2-CL2,Ethernet3,mlag_peer,DC2-CL1,Ethernet3,True
l3leaf,DC2-CL2,Ethernet4,server,Host5,Ethernet2,True
l3leaf,DC2-CL2,Ethernet5,server,Host6,Ethernet2,True
l3leaf,DC2-SL1,Ethernet1,spine,DC2-SP1,Ethernet3,True
l3leaf,DC2-SL1,Ethernet2,spine,DC2-SP2,Ethernet3,True
l3leaf,DC2-SL1,Ethernet3,mlag_peer,DC2-SL2,Ethernet3,True
l3leaf,DC2-SL1,Ethernet4,server,fw2,Ethernet1,True
l3leaf,DC2-SL2,Ethernet1,spine,DC2-SP1,Ethernet4,True
l3leaf,DC2-SL2,Ethernet2,spine,DC2-SP2,Ethernet4,True
l3leaf,DC2-SL2,Ethernet3,mlag_peer,DC2-SL1,Ethernet3,True
l3leaf,DC2-SL2,Ethernet4,server,fw2,Ethernet2,True
spine,DC2-SP1,Ethernet1,l3leaf,DC2-CL1,Ethernet1,True
spine,DC2-SP1,Ethernet2,l3leaf,DC2-CL2,Ethernet1,True
spine,DC2-SP1,Ethernet3,l3leaf,DC2-SL1,Ethernet1,True
spine,DC2-SP1,Ethernet4,l3leaf,DC2-SL2,Ethernet1,True
spine,DC2-SP1,Ethernet5,l3leaf,DC2-BL1,Ethernet1,True
spine,DC2-SP1,Ethernet6,l3leaf,DC2-BL2,Ethernet1,True
spine,DC2-SP2,Ethernet1,l3leaf,DC2-CL1,Ethernet2,True
spine,DC2-SP2,Ethernet2,l3leaf,DC2-CL2,Ethernet2,True
spine,DC2-SP2,Ethernet3,l3leaf,DC2-SL1,Ethernet2,True
spine,DC2-SP2,Ethernet4,l3leaf,DC2-SL2,Ethernet2,True
spine,DC2-SP2,Ethernet5,l3leaf,DC2-BL1,Ethernet2,True
spine,DC2-SP2,Ethernet6,l3leaf,DC2-BL2,Ethernet2,True
